order_item_id,order_id,product_id,quantity,discount_amount
248,1158,60,1,19.92
249,1158,78,2,17.42
250,1158,74,2,19.33
251,1158,23,2,10.69
252,2436,6,2,2.19
253,2436,13,2,14.01
254,2436,37,2,8.12
255,2436,44,2,0.56
256,3991,77,3,2.82
257,3991,24,3,17.14
258,3991,1,3,1.91
259,3991,70,1,8.96
260,2381,5,1,14.72
261,426,5,3,7.66
262,426,44,3,8.5
263,426,38,1,4.41
264,2429,28,1,2.31
265,3820,79,1,6.14
266,360,26,1,15.1
267,360,48,3,15.8
268,825,50,2,8.08
269,825,66,1,15.97
270,376,55,1,9.76
271,376,20,1,1.72
272,376,49,3,0.16
273,376,5,3,19.76
274,1245,39,1,12.12
275,2299,73,3,4.81
276,2299,22,1,12.14
277,3391,76,3,7.54
278,3391,24,3,3.52
279,3391,80,1,11.8
280,1484,52,1,3.61
281,667,50,1,10.21
282,667,53,2,11.52
283,548,80,2,16.07
284,548,4,3,13.3
285,2844,72,2,2.66
286,2844,68,1,17.83
287,2844,77,2,0.4
288,2844,26,3,8.77
289,2169,79,3,10.49
290,2169,69,1,4.89
291,2169,41,3,0.75
292,771,59,3,9.05
293,2620,5,2,5.0
294,2620,77,2,13.87
295,1910,7,3,14.89
296,1910,30,1,10.89
297,1583,37,3,2.15
298,1583,33,1,13.15
299,1583,66,3,16.29
300,3265,15,3,13.22
301,3265,42,3,10.34
302,333,5,2,4.29
303,2091,31,2,18.06
304,2091,18,2,2.42
305,2091,19,1,0.9
306,2054,44,1,12.16
307,462,2,1,1.16
308,462,23,1,0.97
309,462,33,2,13.77
310,462,49,1,4.49
311,3698,16,3,13.81
312,3698,17,1,8.82
313,3698,27,3,6.22
314,2811,31,3,1.11
315,2811,51,2,3.49
316,2224,16,1,0.11
317,2224,48,2,17.69
318,2224,60,3,18.24
319,2224,57,2,8.97
320,2274,31,2,18.19
321,1044,34,2,9.1
322,677,42,1,4.49
323,677,64,3,14.22
324,677,57,1,0.17
325,1408,47,1,9.42
326,1408,6,3,19.3
327,1408,38,2,4.24
328,1408,73,1,12.79
329,324,17,2,16.7
330,324,45,2,7.57
331,324,32,1,5.08
332,325,33,3,7.21
333,53,13,2,1.9
334,53,9,3,12.25
335,53,53,2,10.01
336,53,42,1,10.01
337,521,24,1,18.52
338,2947,5,3,0.01
339,2947,34,1,3.32
340,2947,63,1,0.88
341,3461,75,3,13.13
342,3461,21,1,4.05
343,3461,29,2,16.57
344,3461,54,3,3.51
345,2046,29,3,2.45
346,2046,19,3,6.92
347,205,29,1,17.32
348,205,20,3,15.48
349,205,62,1,18.3
350,668,46,3,0.21
351,3106,54,3,10.88
352,3106,75,3,13.11
353,3106,77,3,13.86
354,2501,74,1,4.04
355,2501,19,2,10.03
356,1628,50,2,14.17
357,1628,2,2,15.75
358,1628,41,1,17.18
359,2075,9,2,17.8
360,2075,51,1,6.54
361,1555,37,1,11.29
362,1555,24,2,2.16
363,3252,72,2,10.68
364,3252,17,2,0.82
365,3252,48,1,19.43
366,3252,8,3,0.67
367,1107,18,3,10.17
368,1107,61,1,13.62
369,1107,33,2,4.1
370,270,71,1,5.69
371,504,1,1,15.35
372,504,31,3,18.06
373,119,19,2,11.46
374,119,63,2,0.71
375,119,25,3,4.82
376,119,66,1,10.98
377,661,78,1,19.89
378,661,27,3,9.73
379,661,25,3,9.53
380,2896,60,1,8.93
381,3109,10,2,9.19
382,3113,37,2,19.53
383,3113,12,2,0.2
384,3113,2,1,12.41
385,3113,30,3,10.66
386,337,70,3,1.88
387,39,79,2,12.85
388,39,27,3,14.19
389,39,9,2,2.11
390,39,68,3,5.62
391,2329,56,1,19.72
392,1532,48,3,19.18
393,1532,49,2,16.28
394,2708,52,2,6.7
395,2708,32,1,6.93
396,2708,51,2,2.8
397,2708,31,2,8.93
398,871,25,3,7.47
399,2642,29,2,14.41
400,2013,57,2,0.73
401,1436,57,1,3.14
402,646,32,1,3.62
403,646,79,2,14.5
404,3585,7,2,0.88
405,3585,8,1,18.7
406,112,9,3,15.85
407,112,51,2,14.5
408,112,22,3,5.7
409,112,14,3,19.93
410,466,48,1,2.58
411,466,14,3,3.24
412,1142,71,1,11.54
413,1142,53,1,14.52
414,1142,61,3,19.99
415,1142,9,2,17.93
416,1159,76,2,10.46
417,1159,26,2,0.3
418,1159,17,2,12.48
419,1159,29,2,6.64
420,3425,38,3,8.57
421,3425,51,3,14.11
422,3425,77,2,0.47
423,3048,26,3,8.25
424,1449,68,2,0.28
425,1449,14,3,14.72
426,1449,32,2,17.67
427,1449,78,1,16.26
428,280,37,1,11.45
429,280,52,3,7.93
430,2405,77,1,2.11
431,2405,18,2,18.14
432,1839,35,1,16.0
433,1839,43,1,14.91
434,1839,20,2,3.5
435,1788,58,2,10.31
436,2312,79,1,2.65
437,2312,6,3,13.12
438,2312,42,3,13.94
439,3895,67,3,9.94
440,3895,13,2,2.07
441,3895,54,1,12.68
442,3895,12,1,13.21
443,28,61,1,19.41
444,28,77,1,4.65
445,28,37,3,15.42
446,28,34,3,16.13
447,950,53,1,6.54
448,950,23,1,17.21
449,950,76,1,7.47
450,950,29,2,6.52
451,3301,36,3,0.21
452,3301,1,2,18.86
453,921,44,1,6.25
454,2678,2,1,4.49
455,2678,27,1,2.53
456,1671,14,1,0.22
457,1671,25,1,2.48
458,3124,23,2,17.59
459,3124,62,1,9.67
460,3124,52,3,11.14
461,3124,22,1,14.71
462,73,55,3,0.93
463,73,29,3,16.51
464,3366,55,1,2.76
465,3826,42,1,0.17
466,3826,74,1,8.34
467,3826,5,3,9.52
468,3770,63,3,0.88
469,3770,13,2,7.03
470,3770,8,2,9.75
471,2549,64,2,14.89
472,645,11,1,11.21
473,645,29,2,10.78
474,822,9,3,18.12
475,2813,38,3,17.86
476,2813,12,1,10.07
477,2813,77,1,17.75
478,2813,78,1,4.4
479,372,55,2,14.65
480,372,8,2,13.22
481,372,22,2,12.19
482,2842,69,1,0.98
483,2842,30,1,1.78
484,2842,56,2,6.96
485,2842,28,1,4.39
486,1156,76,3,6.1
487,3653,15,2,0.01
488,2025,74,2,13.65
489,2025,8,3,16.18
490,569,63,2,15.39
491,569,19,2,9.77
492,569,52,3,11.37
493,3236,41,2,5.16
494,3928,5,2,0.19
495,1050,34,3,11.3
496,1050,1,1,11.24
497,1371,4,3,0.0
498,1371,22,1,13.97
499,1371,35,3,14.35
500,1975,54,3,14.79
501,1975,57,2,14.76
502,1975,58,2,1.27
503,2468,9,2,10.55
504,2047,62,2,5.5
505,2047,27,3,4.99
506,2047,63,2,3.54
507,2047,66,2,8.02
508,2071,80,1,0.07
509,2071,20,1,6.75
510,588,26,2,0.95
511,1714,68,2,0.75
512,1714,51,3,15.8
513,1714,10,3,18.2
514,1714,72,1,13.83
515,1725,25,1,8.22
516,3998,37,2,18.28
517,3998,46,3,19.33
518,3998,10,1,4.87
519,3998,67,1,8.49
520,2584,38,1,15.81
521,87,47,1,13.93
522,87,19,3,12.07
523,1120,29,2,2.69
524,1120,16,1,9.38
525,3644,35,1,19.68
526,3644,52,3,16.88
527,3644,63,2,19.11
528,3032,16,1,17.81
529,3032,15,1,9.98
530,3032,72,2,6.1
531,3873,5,3,16.92
532,3880,28,3,13.31
533,3880,5,2,8.48
534,3880,60,1,19.75
535,3880,47,3,11.46
536,76,33,2,10.98
537,598,70,2,10.16
538,598,49,2,14.06
539,1080,15,1,0.53
540,36,40,2,19.98
541,36,46,1,16.97
542,3553,30,2,10.18
543,3553,32,3,8.35
544,3553,73,3,10.52
545,1679,18,3,4.36
546,1679,47,2,4.72
547,1679,1,2,7.42
548,1679,16,1,7.76
549,3217,5,3,11.11
550,3217,49,1,3.77
551,3217,53,3,12.08
552,3217,54,3,6.2
553,3197,58,2,19.51
554,3197,62,3,19.04
555,130,4,2,16.76
556,1917,44,1,7.19
557,1917,46,1,5.28
558,1290,30,2,11.2
559,1290,69,3,9.43
560,1290,44,3,9.71
561,1290,26,2,13.48
562,2414,57,2,10.81
563,2414,66,3,13.59
564,2414,16,2,4.38
565,2414,7,3,8.7
566,3713,3,2,19.75
567,3713,52,1,0.39
568,3713,44,1,4.89
569,3713,24,3,15.52
570,2408,46,2,10.43
571,2408,21,2,13.64
572,2408,2,2,0.44
573,2053,73,3,15.27
574,2053,6,1,12.71
575,2053,69,2,2.86
576,374,16,2,18.67
577,374,55,2,11.36
578,374,47,3,8.81
579,374,52,1,7.93
580,2176,49,3,16.1
581,176,75,3,10.12
582,176,13,3,4.2
583,176,47,1,15.64
584,1121,40,3,12.94
585,943,22,3,0.46
586,943,41,1,10.37
587,1388,26,1,19.31
588,1831,38,3,0.36
589,1831,7,2,3.43
590,1831,59,2,8.48
591,1831,16,2,12.33
592,1032,36,2,2.23
593,1032,49,3,8.52
594,1170,49,1,12.53
595,1170,1,2,9.89
596,1170,23,3,19.93
597,1170,24,1,18.26
598,9,43,3,8.42
599,48,25,2,19.79
600,2344,25,2,10.9
601,2344,56,1,16.96
602,3791,7,1,5.5
603,3791,4,2,17.91
604,3791,39,1,3.95
605,3791,64,1,15.6
606,1609,68,2,3.49
607,1609,74,2,12.52
608,595,78,3,0.32
609,595,53,2,5.02
610,595,57,2,7.68
611,595,69,3,9.36
612,91,56,1,4.72
613,599,46,1,16.7
614,599,62,1,1.34
615,3685,40,2,8.68
616,3685,60,1,17.92
617,392,78,1,15.91
618,3591,68,2,5.23
619,3278,51,1,1.39
620,3278,11,1,12.73
621,3278,80,3,9.0
622,3278,21,1,8.77
623,1737,65,3,17.38
624,1737,26,2,13.92
625,1737,65,2,15.42
626,1737,15,2,1.04
627,291,14,3,15.5
628,291,50,2,11.67
629,291,61,3,0.35
630,291,7,2,10.99
631,3191,34,3,3.26
632,3191,8,2,18.38
633,3191,38,1,1.23
634,3191,28,2,11.89
635,421,77,1,14.99
636,421,73,1,9.61
637,1773,25,3,8.67
638,3035,77,3,2.19
639,3035,53,3,13.91
640,3035,41,3,6.89
641,2230,32,3,3.14
642,2464,28,1,15.51
643,2464,56,1,19.14
644,2464,42,2,9.47
645,2464,75,3,15.46
646,2185,55,1,16.86
647,3825,47,1,11.13
648,3825,32,2,18.49
649,95,16,1,18.56
650,95,8,1,15.38
651,95,47,3,7.88
652,2426,6,3,16.86
653,2426,65,2,10.37
654,2426,27,1,3.84
655,55,55,2,8.61
656,55,68,1,16.63
657,55,75,1,18.69
658,55,38,2,10.29
659,797,34,2,16.36
660,797,33,2,15.47
661,797,55,2,5.23
662,2862,60,1,15.53
663,2862,70,2,10.18
664,2138,38,1,13.68
665,2138,35,1,19.44
666,2138,49,2,11.47
667,2138,12,2,16.16
668,1699,38,2,8.57
669,1631,65,1,4.56
670,1631,37,1,1.42
671,2272,21,3,14.62
672,2272,35,3,17.49
673,47,64,3,2.37
674,47,35,2,18.68
675,3210,63,3,15.36
676,3210,48,1,3.89
677,693,71,1,11.68
678,2196,4,2,6.04
679,74,55,2,15.55
680,3704,73,2,8.81
681,3704,48,3,11.56
682,3704,79,2,13.66
683,3704,56,1,1.27
684,2163,69,2,3.3
685,2163,49,3,19.8
686,562,20,2,12.72
687,562,36,1,19.38
688,1670,72,3,6.19
689,2076,58,3,16.67
690,2076,71,3,19.54
691,2076,45,2,6.42
692,1447,40,2,5.31
693,1447,66,1,14.5
694,1447,19,1,16.33
695,1447,36,2,6.71
696,2432,70,1,13.96
697,3179,61,3,9.56
698,1459,49,1,14.04
699,1459,45,3,15.56
700,37,18,3,5.9
701,37,50,3,3.6
702,2985,53,1,3.92
703,920,64,3,15.14
704,920,24,2,11.49
705,920,76,1,15.0
706,1035,49,1,8.56
707,1035,54,2,16.62
708,2937,66,3,13.96
709,2937,68,2,16.56
710,2937,43,3,9.61
711,380,24,3,17.5
712,380,47,2,1.39
713,380,57,1,15.53
714,380,50,1,9.4
715,3434,49,2,16.94
716,3250,1,3,8.15
717,3250,23,1,13.39
718,3250,58,1,11.23
719,3250,47,3,11.01
720,1938,52,2,16.61
721,1938,55,3,9.95
722,1938,35,3,12.29
723,1642,56,1,10.15
724,286,62,1,11.28
725,286,2,1,5.59
726,286,14,3,3.39
727,1732,36,3,19.97
728,2933,58,1,15.54
729,885,10,3,10.39
730,885,46,1,14.19
731,885,77,3,5.16
732,3465,38,2,7.81
733,3465,29,1,7.57
734,2920,51,3,15.79
735,2920,47,1,16.37
736,2920,68,3,10.33
737,1710,40,1,8.5
738,98,32,1,6.26
739,98,20,1,13.62
740,98,45,1,12.9
741,98,42,2,16.79
742,554,39,3,18.01
743,554,75,2,13.72
744,554,15,2,16.47
745,630,4,2,5.88
746,557,20,2,16.01
747,557,35,1,0.67
748,557,64,2,8.46
749,2707,70,2,2.99
750,2707,7,2,17.71
751,199,39,2,9.7
752,3312,68,2,12.44
753,3312,48,1,5.0
754,3312,75,3,17.38
755,2346,60,1,0.6
756,2346,11,3,18.75
757,2346,15,1,10.46
758,89,75,3,2.93
759,89,30,2,3.66
760,89,16,1,18.8
761,89,32,3,2.04
762,2059,20,1,1.23
763,2059,48,2,11.69
764,2059,45,1,5.86
765,2059,24,2,18.71
766,1316,53,2,11.71
767,1431,25,1,2.03
768,1431,57,2,14.89
769,1431,6,1,5.3
770,2916,57,2,19.15
771,2916,79,1,3.66
772,2916,47,2,5.64
773,3118,52,2,10.53
774,1365,75,2,8.67
775,1365,4,3,0.84
776,1365,12,1,13.69
777,3785,27,1,6.9
778,3785,7,1,2.44
779,3785,57,3,15.51
780,282,34,2,4.88
781,282,62,3,4.29
782,282,49,3,14.13
783,679,5,3,10.13
784,679,64,1,8.41
785,2035,11,2,14.49
786,2035,42,3,5.46
787,1395,51,1,13.5
788,3931,11,2,7.82
789,3931,38,3,6.0
790,3931,27,1,10.92
791,132,22,1,1.03
792,132,3,1,19.46
793,132,56,2,2.94
794,1480,51,3,5.23
795,1480,50,3,11.27
796,1746,19,3,6.71
797,3316,10,3,2.12
798,3316,20,3,15.35
799,427,69,2,4.6
800,427,72,1,17.0
801,427,42,1,1.21
802,725,58,1,4.84
803,725,60,3,9.28
804,1171,55,3,5.98
805,3677,25,3,0.46
806,3677,76,1,3.24
807,3677,44,1,8.06
808,3677,30,2,4.91
809,2142,6,3,0.47
810,3373,64,3,18.58
811,3373,22,3,11.92
812,3373,27,2,13.04
813,1859,75,1,8.53
814,1859,78,2,16.06
815,1859,50,1,10.54
816,1859,1,3,14.34
817,2193,38,2,5.91
818,2193,50,1,11.16
819,2193,50,3,17.92
820,2342,29,1,15.78
821,2342,21,2,10.11
822,2342,58,3,2.48
823,2342,32,3,12.35
824,2447,75,2,18.38
825,2447,9,2,18.58
826,2447,78,2,9.09
827,2447,35,3,19.2
828,2802,77,2,9.25
829,2802,66,1,7.67
830,2802,17,3,7.27
831,369,42,3,18.46
832,369,70,3,18.95
833,369,50,2,9.84
834,369,30,3,4.36
835,2507,16,3,13.78
836,2507,78,3,2.64
837,2507,43,2,18.88
838,2507,42,3,8.09
839,1262,2,2,17.72
840,1262,62,3,8.0
841,1262,35,2,5.58
842,3088,37,3,10.63
843,3088,18,3,6.76
844,3088,47,3,3.02
845,1072,58,1,14.23
846,1072,72,1,2.36
847,3989,80,1,17.92
848,3989,21,2,14.3
849,2191,48,2,3.62
850,2191,34,3,16.56
851,2191,46,2,15.28
852,1535,44,1,16.06
853,2903,46,1,17.59
854,2903,18,3,14.84
855,2903,27,1,16.15
856,2903,47,2,6.78
857,948,71,2,17.06
858,398,62,3,5.77
859,398,57,3,11.42
860,398,55,2,8.07
861,3295,11,3,8.62
862,614,33,3,19.3
863,614,65,3,4.85
864,614,53,3,0.41
865,1322,67,2,18.73
866,1322,40,1,5.26
867,1322,31,2,10.61
868,1322,80,1,18.22
869,1163,32,2,9.11
870,1163,14,2,16.95
871,1163,39,3,6.57
872,1163,3,3,5.71
873,3174,49,2,17.73
874,3174,65,2,7.4
875,3174,36,3,2.67
876,3174,21,1,17.44
877,173,31,2,6.35
878,173,74,3,4.31
879,1722,21,2,1.63
880,3470,4,2,11.54
881,3470,10,1,5.62
882,3470,30,1,6.9
883,3470,27,3,8.63
884,338,34,2,19.28
885,338,31,2,17.44
886,273,34,1,19.13
887,1250,26,3,10.4
888,1250,7,1,15.06
889,1798,16,2,13.73
890,1286,16,2,6.23
891,1286,57,3,14.64
892,1286,80,2,17.34
893,2832,36,2,11.05
894,2832,71,1,13.56
895,2832,77,2,0.86
896,1692,66,1,13.45
897,1692,5,2,8.65
898,1692,13,3,1.89
899,1692,69,3,12.25
900,1129,73,3,3.45
901,1129,13,3,9.0
902,1129,64,2,7.24
903,691,31,3,2.14
904,415,61,2,13.04
905,415,11,2,3.32
906,415,77,2,8.86
907,1146,54,2,11.01
908,1146,73,1,1.54
909,1146,55,1,6.3
910,1146,77,1,4.46
911,1656,15,1,15.8
912,1656,76,1,5.65
913,2167,15,1,15.62
914,2167,78,1,17.23
915,2167,75,2,9.58
916,2759,5,1,6.54
917,2759,9,1,14.34
918,2759,8,1,2.84
919,2759,34,3,2.47
920,2309,4,1,13.81
921,2309,9,2,2.93
922,2309,12,2,15.02
923,1640,66,1,0.71
924,180,73,1,3.7
925,180,71,1,3.77
926,180,22,1,5.0
927,180,58,3,16.55
928,328,68,2,0.18
929,328,3,3,14.56
930,328,34,3,1.44
931,328,27,3,16.09
932,1619,77,3,10.16
933,1619,47,3,14.03
934,1619,35,1,12.0
935,1619,74,1,0.35
936,156,39,2,17.29
937,1754,6,1,18.8
938,1754,32,2,4.41
939,1754,41,2,8.16
940,1132,47,1,13.22
941,1132,25,2,12.95
942,2701,49,1,3.49
943,1972,40,1,1.96
944,397,59,1,13.36
945,397,10,3,2.37
946,397,15,2,10.17
947,397,14,3,16.24
948,26,78,1,12.32
949,26,66,3,6.25
950,26,30,1,3.12
951,1573,8,2,7.53
952,1573,71,2,15.37
953,1573,42,2,12.98
954,1573,30,3,9.62
955,1909,12,1,4.97
956,2155,24,3,13.48
957,94,37,3,1.24
958,94,26,3,1.09
959,94,79,3,14.81
960,2889,48,3,15.14
961,580,59,3,2.74
962,580,10,3,1.57
963,2627,41,2,16.43
964,2627,52,1,4.74
965,2627,38,3,5.0
966,2055,74,2,9.25
967,2055,8,3,4.8
968,228,16,3,1.01
969,228,38,3,7.07
970,228,19,1,5.39
971,228,40,3,17.57
972,3423,38,2,5.74
973,3423,58,1,2.73
974,3423,69,2,13.67
975,1349,4,2,6.38
976,2839,63,1,19.17
977,1617,17,2,7.06
978,1219,63,1,2.53
979,1942,33,3,1.83
980,2422,21,2,10.03
981,2422,55,1,17.25
982,274,23,2,18.63
983,274,77,3,4.57
984,274,35,1,7.23
985,274,67,3,11.03
986,3740,79,2,17.0
987,649,59,3,14.69
988,649,71,1,10.0
989,649,52,2,19.18
990,649,80,3,15.51
991,327,21,2,5.2
992,327,79,3,0.22
993,327,15,1,8.07
994,327,4,2,11.22
995,448,15,3,4.45
996,448,9,1,0.28
997,2160,15,3,4.95
998,2160,52,2,6.7
999,3599,41,2,2.99
1000,3599,69,1,13.84
1001,3599,28,2,16.6
1002,3599,4,3,12.15
1003,396,75,3,8.26
1004,396,78,2,2.12
1005,396,46,1,4.89
1006,396,43,2,10.15
1007,2166,18,2,3.62
1008,2166,50,1,3.91
1009,2166,27,1,10.33
1010,2166,56,1,1.14
1011,1319,46,2,19.34
1012,1319,8,1,8.37
1013,1319,65,1,2.93
1014,3917,38,3,10.38
1015,1927,39,3,4.01
1016,1569,9,3,9.21
1017,1569,67,2,6.12
1018,1569,71,2,18.47
1019,1569,51,2,16.01
1020,2978,37,2,16.26
1021,1022,14,3,2.58
1022,1678,22,3,1.25
1023,1678,66,1,17.96
1024,3091,25,1,5.75
1025,320,27,2,3.85
1026,320,38,2,10.67
1027,320,27,2,5.03
1028,2979,12,3,3.37
1029,2979,57,2,6.74
1030,2134,34,2,14.05
1031,2134,66,2,17.42
1032,2529,55,3,14.33
1033,2529,68,2,19.56
1034,2529,12,3,11.45
1035,3534,61,1,3.45
1036,3534,76,2,8.32
1037,3534,33,3,7.45
1038,3534,26,2,3.76
1039,1099,13,1,16.39
1040,3076,15,2,18.94
1041,178,60,2,10.18
1042,1405,62,3,18.84
1043,1405,79,3,2.11
1044,1405,44,2,2.41
1045,1405,65,1,13.86
1046,3010,67,3,1.48
1047,3010,13,3,2.64
1048,2748,14,1,14.42
1049,2748,13,3,10.29
1050,2748,54,2,6.74
1051,2748,35,1,15.1
1052,3721,68,1,5.48
1053,3721,26,2,1.01
1054,3721,22,2,0.51
1055,3721,23,2,5.12
1056,3535,35,3,10.86
1057,3535,28,3,19.21
1058,3535,63,2,1.77
1059,3535,50,3,0.43
1060,814,18,2,17.96
1061,814,5,3,9.85
1062,814,1,3,13.05
1063,814,34,2,17.47
1064,1506,4,3,8.65
1065,1506,62,2,16.32
1066,607,61,1,6.83
1067,607,32,3,1.63
1068,3114,21,1,0.49
1069,224,13,3,15.96
1070,224,69,3,12.48
1071,224,68,2,2.48
1072,224,50,3,5.6
1073,3821,62,2,19.09
1074,3821,80,3,4.66
1075,3821,1,3,2.08
1076,806,3,3,3.4
1077,806,3,2,7.27
1078,806,56,3,19.76
1079,2736,22,2,7.88
1080,3075,42,3,9.4
1081,3075,42,3,17.71
1082,3075,50,1,9.74
1083,3075,25,2,17.2
1084,2711,49,1,5.43
1085,2650,80,3,2.46
1086,2650,47,3,7.06
1087,3260,40,3,8.61
1088,3260,34,1,11.39
1089,1251,33,2,17.22
1090,556,51,1,17.97
1091,1669,64,3,14.47
