order_id,customer_id,order_date,campaign_id,status
129,82,2025-01-10,2,completed
2520,347,2025-01-10,2,completed
144,197,2025-01-10,3,completed
1158,481,2025-01-10,4,completed
2436,185,2025-01-10,2,completed
3991,238,2025-01-10,3,completed
2381,309,2025-01-10,4,cancelled
426,269,2025-01-10,1,completed
2429,369,2025-01-10,4,completed
3820,189,2025-01-10,4,completed
360,195,2025-01-10,1,completed
825,354,2025-01-10,4,completed
376,335,2025-01-10,2,cancelled
1245,204,2025-01-10,4,completed
2299,418,2025-01-10,1,cancelled
3391,239,2025-01-11,2,completed
1484,497,2025-01-11,1,completed
667,313,2025-01-11,4,completed
548,30,2025-01-11,2,completed
2844,219,2025-01-11,1,completed
2169,131,2025-01-11,2,cancelled
771,185,2025-01-11,3,completed
2620,379,2025-01-11,1,completed
1910,195,2025-01-11,4,cancelled
1583,275,2025-01-11,3,completed
3265,267,2025-01-11,1,cancelled
333,366,2025-01-12,1,completed
2091,93,2025-01-12,4,completed
2054,48,2025-01-12,4,completed
462,398,2025-01-12,4,completed
3698,287,2025-01-12,3,cancelled
2811,218,2025-01-12,1,completed
2224,328,2025-01-12,2,completed
2274,455,2025-01-12,3,cancelled
1044,49,2025-01-12,4,cancelled
677,311,2025-01-12,2,cancelled
1408,301,2025-01-12,1,completed
324,205,2025-01-13,2,completed
325,220,2025-01-13,4,completed
53,118,2025-01-13,1,completed
521,67,2025-01-13,1,completed
2947,432,2025-01-13,2,completed
3461,312,2025-01-13,2,completed
2046,384,2025-01-13,1,completed
205,300,2025-01-13,4,completed
668,475,2025-01-13,1,completed
3106,200,2025-01-13,3,cancelled
2501,133,2025-01-14,2,completed
1628,406,2025-01-14,1,completed
2075,376,2025-01-14,3,completed
1555,446,2025-01-14,1,completed
3252,392,2025-01-14,1,completed
1107,302,2025-01-14,3,completed
270,61,2025-01-14,4,completed
504,474,2025-01-14,4,cancelled
119,313,2025-01-14,4,completed
661,254,2025-01-14,1,completed
2896,50,2025-01-14,3,completed
3109,155,2025-01-14,3,completed
3113,61,2025-01-14,2,completed
337,136,2025-01-14,4,completed
39,185,2025-01-15,2,cancelled
2329,155,2025-01-15,4,completed
1532,166,2025-01-15,1,completed
2708,260,2025-01-15,3,completed
871,270,2025-01-15,2,cancelled
2642,499,2025-01-15,2,cancelled
2013,491,2025-01-15,3,completed
1436,216,2025-01-15,3,completed
646,77,2025-01-15,4,completed
3585,259,2025-01-15,3,completed
112,376,2025-01-15,1,completed
466,143,2025-01-15,3,cancelled
1142,394,2025-01-15,3,completed
1159,4,2025-01-15,3,completed
3425,274,2025-01-15,1,completed
3048,432,2025-01-15,2,completed
1449,484,2025-01-16,1,completed
280,499,2025-01-16,1,completed
2405,14,2025-01-16,3,cancelled
1839,124,2025-01-16,4,completed
1788,221,2025-01-16,3,completed
2312,19,2025-01-16,3,completed
3895,326,2025-01-16,3,completed
28,364,2025-01-16,2,completed
950,418,2025-01-17,3,completed
3301,143,2025-01-17,1,cancelled
921,60,2025-01-17,2,completed
2678,137,2025-01-17,3,completed
1671,117,2025-01-17,1,cancelled
3124,427,2025-01-17,4,completed
73,256,2025-01-17,2,completed
3366,31,2025-01-17,2,completed
3826,127,2025-01-17,1,completed
3770,43,2025-01-17,4,completed
2549,154,2025-01-18,2,completed
645,178,2025-01-18,1,cancelled
822,155,2025-01-18,2,completed
2813,482,2025-01-18,1,completed
372,464,2025-01-18,3,completed
2842,254,2025-01-18,4,completed
1156,398,2025-01-18,4,cancelled
3653,63,2025-01-18,4,cancelled
2025,300,2025-01-19,2,completed
569,396,2025-01-19,1,completed
3236,265,2025-01-19,3,completed
3928,391,2025-01-19,1,completed
1050,93,2025-01-19,3,completed
1371,280,2025-01-19,2,completed
1975,343,2025-01-19,1,cancelled
2468,275,2025-01-19,2,completed
2047,358,2025-01-20,2,completed
2071,260,2025-01-20,1,completed
588,472,2025-01-20,1,completed
1714,232,2025-01-20,4,cancelled
1725,100,2025-01-20,2,completed
3998,136,2025-01-20,1,completed
2584,488,2025-01-20,4,completed
87,172,2025-01-20,4,completed
1120,264,2025-01-20,2,cancelled
3644,112,2025-01-20,2,completed
3032,215,2025-01-20,2,completed
3873,231,2025-01-21,2,completed
3880,135,2025-01-21,2,cancelled
76,1,2025-01-21,3,cancelled
598,450,2025-01-21,1,completed
1080,18,2025-01-21,3,completed
36,213,2025-01-21,1,completed
3553,196,2025-01-21,4,completed
1679,31,2025-01-22,2,completed
3217,80,2025-01-22,1,completed
3197,203,2025-01-22,3,completed
130,88,2025-01-22,1,completed
1917,354,2025-01-22,4,completed
1290,61,2025-01-22,2,completed
2414,105,2025-01-22,4,completed
3713,98,2025-01-22,3,completed
2408,41,2025-01-22,1,cancelled
2053,247,2025-01-22,2,cancelled
374,299,2025-01-23,4,completed
2176,222,2025-01-23,2,completed
176,244,2025-01-23,4,completed
1121,493,2025-01-23,4,completed
943,374,2025-01-23,3,completed
1388,119,2025-01-23,3,completed
1831,49,2025-01-23,2,completed
1032,206,2025-01-23,3,completed
1170,237,2025-01-23,3,completed
9,78,2025-01-23,4,completed
48,411,2025-01-24,4,completed
2344,355,2025-01-24,4,cancelled
3791,439,2025-01-24,4,completed
1609,371,2025-01-24,2,completed
595,195,2025-01-24,1,completed
91,33,2025-01-24,2,completed
599,108,2025-01-24,1,completed
3685,456,2025-01-24,4,completed
392,341,2025-01-24,2,completed
3591,166,2025-01-24,4,cancelled
3278,338,2025-01-24,2,completed
1737,323,2025-01-24,3,cancelled
291,458,2025-01-24,2,completed
3191,481,2025-01-24,2,completed
421,218,2025-01-25,3,completed
1773,345,2025-01-25,3,completed
3035,308,2025-01-25,4,completed
2230,375,2025-01-25,2,cancelled
2464,427,2025-01-25,4,cancelled
2185,158,2025-01-25,2,cancelled
3825,187,2025-01-25,2,completed
95,277,2025-01-25,2,completed
2426,414,2025-01-25,3,completed
55,358,2025-01-25,4,completed
797,402,2025-01-26,2,cancelled
2862,272,2025-01-26,4,completed
2138,132,2025-01-26,3,completed
1699,362,2025-01-26,3,completed
1631,23,2025-01-26,1,completed
2272,261,2025-01-26,4,completed
47,454,2025-01-26,3,completed
3210,84,2025-01-26,2,completed
693,82,2025-01-26,1,completed
2196,465,2025-01-26,3,completed
74,27,2025-01-26,2,cancelled
3704,326,2025-01-26,2,completed
2163,200,2025-01-26,2,completed
562,223,2025-01-26,3,completed
1670,453,2025-01-26,2,cancelled
2076,138,2025-01-26,1,completed
1447,53,2025-01-26,3,completed
2432,345,2025-01-26,2,completed
3179,280,2025-01-27,2,completed
1459,145,2025-01-27,4,completed
37,105,2025-01-27,4,completed
2985,265,2025-01-27,2,completed
920,437,2025-01-27,4,completed
1035,122,2025-01-27,1,cancelled
2937,101,2025-01-27,4,completed
380,473,2025-01-27,2,completed
3434,325,2025-01-27,1,completed
3250,181,2025-01-27,1,completed
1938,359,2025-01-27,2,completed
1642,112,2025-01-27,3,completed
286,162,2025-01-27,1,completed
1732,464,2025-01-27,2,completed
2933,434,2025-01-27,3,completed
885,221,2025-01-28,3,completed
3465,156,2025-01-28,3,completed
2920,464,2025-01-28,4,completed
1710,88,2025-01-28,4,cancelled
98,410,2025-01-28,1,completed
554,268,2025-01-28,2,completed
630,103,2025-01-28,3,completed
557,436,2025-01-28,2,completed
2707,185,2025-01-28,3,cancelled
199,423,2025-01-28,1,completed
3312,178,2025-01-28,2,completed
2346,306,2025-01-28,4,completed
89,14,2025-01-29,3,completed
2059,19,2025-01-29,4,cancelled
1316,224,2025-01-29,3,cancelled
1431,73,2025-01-29,1,completed
2916,430,2025-01-29,4,completed
3118,373,2025-01-29,1,cancelled
1365,463,2025-01-29,3,cancelled
3785,245,2025-01-29,3,completed
282,23,2025-01-29,3,cancelled
679,425,2025-01-29,1,completed
2035,17,2025-01-29,3,completed
1395,481,2025-01-29,2,completed
3931,270,2025-01-30,3,completed
132,412,2025-01-30,4,completed
1480,132,2025-01-30,2,completed
1746,170,2025-01-30,4,completed
3316,258,2025-01-30,3,cancelled
427,121,2025-01-30,2,completed
725,367,2025-01-30,2,completed
1171,36,2025-01-30,1,cancelled
3677,163,2025-01-30,1,completed
2142,58,2025-01-30,4,completed
3373,320,2025-01-30,4,cancelled
1859,397,2025-01-31,2,completed
2193,450,2025-01-31,3,completed
2342,487,2025-01-31,3,completed
2447,475,2025-01-31,2,cancelled
2802,82,2025-01-31,4,completed
369,264,2025-01-31,1,completed
2507,383,2025-01-31,2,cancelled
1262,321,2025-01-31,1,cancelled
3088,123,2025-01-31,4,cancelled
1072,202,2025-01-31,1,cancelled
3989,3,2025-01-31,4,completed
2191,461,2025-02-01,2,completed
1535,216,2025-02-01,2,completed
2903,330,2025-02-01,1,completed
948,202,2025-02-01,1,cancelled
398,372,2025-02-01,2,completed
3295,45,2025-02-01,2,cancelled
614,45,2025-02-01,4,cancelled
1322,85,2025-02-01,4,cancelled
1163,79,2025-02-01,1,completed
3174,447,2025-02-01,1,completed
173,466,2025-02-01,4,completed
1722,430,2025-02-01,3,completed
3470,380,2025-02-01,1,completed
338,226,2025-02-02,2,completed
273,482,2025-02-02,4,completed
1250,356,2025-02-02,3,cancelled
1798,308,2025-02-02,3,completed
1286,106,2025-02-02,3,completed
2832,293,2025-02-02,1,completed
1692,38,2025-02-02,1,cancelled
1129,212,2025-02-03,4,cancelled
691,88,2025-02-03,2,completed
415,426,2025-02-03,2,completed
1146,124,2025-02-03,3,completed
1656,465,2025-02-03,3,completed
2167,130,2025-02-03,2,completed
2759,340,2025-02-03,1,completed
2309,263,2025-02-03,1,cancelled
1640,22,2025-02-04,4,completed
180,210,2025-02-04,1,completed
328,317,2025-02-04,2,completed
1619,163,2025-02-04,1,completed
156,329,2025-02-04,2,cancelled
1754,143,2025-02-04,3,completed
1132,120,2025-02-04,1,cancelled
2701,364,2025-02-04,4,completed
1972,356,2025-02-04,4,completed
397,168,2025-02-05,1,completed
26,48,2025-02-05,1,completed
1573,338,2025-02-05,3,completed
1909,432,2025-02-05,1,cancelled
2155,255,2025-02-05,3,cancelled
94,412,2025-02-05,2,completed
2889,339,2025-02-06,3,completed
580,354,2025-02-06,4,completed
2627,235,2025-02-06,3,completed
2055,464,2025-02-06,3,cancelled
228,340,2025-02-06,2,completed
3423,431,2025-02-06,3,completed
1349,326,2025-02-06,4,cancelled
2839,404,2025-02-06,4,completed
1617,180,2025-02-06,3,completed
1219,421,2025-02-06,2,completed
1942,181,2025-02-06,1,completed
2422,291,2025-02-07,2,completed
274,378,2025-02-07,3,completed
3740,306,2025-02-07,1,completed
649,75,2025-02-07,2,completed
327,401,2025-02-07,1,cancelled
448,283,2025-02-07,3,completed
2160,332,2025-02-07,4,completed
3599,139,2025-02-07,3,cancelled
396,14,2025-02-07,4,cancelled
2166,448,2025-02-08,3,completed
1319,84,2025-02-08,4,completed
3917,44,2025-02-08,2,completed
1927,232,2025-02-08,3,completed
1569,260,2025-02-08,4,completed
2978,334,2025-02-08,1,completed
1022,240,2025-02-08,2,completed
1678,425,2025-02-08,3,completed
3091,282,2025-02-08,3,completed
320,295,2025-02-08,3,completed
2979,26,2025-02-08,2,cancelled
2134,410,2025-02-08,3,completed
2529,57,2025-02-08,3,completed
3534,13,2025-02-09,2,completed
1099,430,2025-02-09,3,completed
3076,283,2025-02-09,4,completed
178,131,2025-02-09,1,completed
1405,480,2025-02-09,2,cancelled
3010,286,2025-02-09,1,completed
2748,462,2025-02-09,1,cancelled
3721,88,2025-02-09,3,cancelled
3535,247,2025-02-09,3,completed
814,179,2025-02-09,2,cancelled
1506,493,2025-02-10,1,completed
607,432,2025-02-10,1,completed
3114,237,2025-02-10,2,cancelled
224,293,2025-02-10,4,completed
3821,235,2025-02-10,4,completed
806,442,2025-02-10,2,completed
2736,402,2025-02-10,3,completed
3075,205,2025-02-10,4,completed
2711,166,2025-02-10,1,completed
2650,241,2025-02-10,1,cancelled
3260,17,2025-02-10,3,completed
1251,54,2025-02-10,3,completed
556,458,2025-02-10,2,completed
1669,99,2025-02-10,3,completed
2790,117,2025-02-11,1,completed
935,498,2025-02-11,1,completed
2831,455,2025-02-11,3,completed
1045,208,2025-02-11,3,completed
250,179,2025-02-11,2,completed
2188,242,2025-02-11,3,completed
858,157,2025-02-11,3,completed
1661,260,2025-02-11,4,cancelled
464,419,2025-02-12,4,completed
3492,62,2025-02-12,2,completed
381,424,2025-02-12,2,completed
2154,34,2025-02-12,4,completed
3990,226,2025-02-12,4,completed
3949,65,2025-02-12,4,completed
1877,10,2025-02-13,1,cancelled
3455,294,2025-02-13,1,completed
1890,212,2025-02-13,2,cancelled
3868,392,2025-02-13,2,cancelled
83,170,2025-02-13,2,completed
2504,164,2025-02-13,1,completed
1351,56,2025-02-13,1,completed
1508,493,2025-02-13,1,completed
3595,128,2025-02-13,1,cancelled
2492,343,2025-02-13,2,cancelled
3582,353,2025-02-14,3,completed
2543,172,2025-02-14,3,completed
2788,49,2025-02-14,4,cancelled
3576,29,2025-02-14,4,cancelled
3438,186,2025-02-14,4,completed
261,350,2025-02-14,1,completed
3468,161,2025-02-15,2,completed
3225,99,2025-02-15,4,completed
785,187,2025-02-15,1,completed
3483,343,2025-02-15,4,cancelled
3043,414,2025-02-15,3,completed
2444,35,2025-02-15,4,completed
68,77,2025-02-15,1,completed
2372,163,2025-02-15,1,completed
21,12,2025-02-15,1,cancelled
2779,391,2025-02-15,4,completed
3068,373,2025-02-15,3,completed
489,291,2025-02-15,2,completed
2033,467,2025-02-15,2,completed
1830,51,2025-02-15,4,completed
2857,308,2025-02-16,1,cancelled
2111,305,2025-02-16,1,cancelled
1096,114,2025-02-16,4,completed
1336,344,2025-02-16,4,cancelled
2325,449,2025-02-16,4,completed
3531,166,2025-02-16,3,cancelled
2124,484,2025-02-16,3,cancelled
2305,224,2025-02-16,3,completed
113,358,2025-02-16,1,completed
3066,407,2025-02-16,3,cancelled
2442,86,2025-02-16,4,completed
1361,223,2025-02-17,4,cancelled
3471,137,2025-02-17,1,completed
1684,209,2025-02-17,1,completed
2770,139,2025-02-17,4,completed
16,344,2025-02-17,1,completed
2328,352,2025-02-17,1,completed
3238,354,2025-02-17,4,cancelled
750,215,2025-02-17,4,cancelled
2661,173,2025-02-17,1,cancelled
964,71,2025-02-17,1,cancelled
1685,320,2025-02-17,4,completed
3841,449,2025-02-17,1,cancelled
1415,335,2025-02-17,3,completed
3116,409,2025-02-18,4,completed
584,488,2025-02-18,4,completed
249,263,2025-02-18,4,completed
1558,33,2025-02-18,3,cancelled
232,50,2025-02-18,3,cancelled
225,232,2025-02-18,1,cancelled
1675,395,2025-02-18,1,completed
2136,293,2025-02-18,2,completed
339,485,2025-02-18,3,cancelled
1759,366,2025-02-18,2,completed
1735,48,2025-02-18,2,completed
359,485,2025-02-18,4,completed
3170,355,2025-02-18,2,completed
2951,367,2025-02-18,4,completed
1846,317,2025-02-19,4,cancelled
3458,384,2025-02-19,1,cancelled
498,95,2025-02-19,4,cancelled
1891,5,2025-02-19,4,completed
3338,468,2025-02-19,4,completed
2994,99,2025-02-19,2,completed
361,432,2025-02-19,3,completed
849,116,2025-02-19,1,completed
3339,227,2025-02-19,1,cancelled
2245,235,2025-02-19,2,completed
335,387,2025-02-19,3,cancelled
542,468,2025-02-20,3,completed
455,468,2025-02-20,4,completed
523,183,2025-02-20,4,completed
1384,221,2025-02-20,1,completed
210,86,2025-02-20,2,completed
2616,346,2025-02-20,2,completed
3454,117,2025-02-20,1,cancelled
1716,472,2025-02-20,2,cancelled
1618,10,2025-02-20,4,completed
3569,242,2025-02-21,1,completed
407,284,2025-02-21,2,cancelled
904,285,2025-02-21,1,cancelled
2838,7,2025-02-21,3,completed
300,247,2025-02-21,2,completed
913,99,2025-02-21,1,completed
3112,251,2025-02-21,1,completed
1542,114,2025-02-21,4,completed
317,400,2025-02-21,3,completed
1501,113,2025-02-21,3,cancelled
2027,176,2025-02-21,2,completed
1019,283,2025-02-22,3,completed
1562,291,2025-02-22,4,completed
137,427,2025-02-22,2,completed
2029,23,2025-02-22,2,cancelled
1517,319,2025-02-22,1,completed
138,69,2025-02-22,4,completed
86,412,2025-02-22,1,completed
1700,255,2025-02-22,4,completed
974,483,2025-02-22,1,cancelled
539,195,2025-02-22,2,completed
1475,363,2025-02-22,3,completed
2849,69,2025-02-22,3,cancelled
1704,485,2025-02-22,1,completed
3888,442,2025-02-22,1,cancelled
2617,423,2025-02-22,1,completed
1007,384,2025-02-23,1,completed
190,136,2025-02-23,2,cancelled
57,84,2025-02-23,3,completed
2498,184,2025-02-23,3,completed
867,431,2025-02-23,3,completed
2539,54,2025-02-23,2,completed
135,350,2025-02-23,3,completed
1397,271,2025-02-23,2,completed
2264,386,2025-02-24,1,completed
2588,269,2025-02-24,4,completed
3916,306,2025-02-24,4,completed
2674,304,2025-02-24,2,cancelled
651,75,2025-02-24,2,completed
3200,279,2025-02-24,2,completed
1207,161,2025-02-24,3,completed
1955,283,2025-02-24,1,cancelled
3522,81,2025-02-24,1,completed
1776,71,2025-02-25,4,cancelled
1949,21,2025-02-25,1,completed
2208,96,2025-02-25,1,cancelled
1281,414,2025-02-25,3,cancelled
3023,295,2025-02-25,3,completed
2981,152,2025-02-25,2,completed
3844,463,2025-02-25,1,completed
2265,9,2025-02-25,2,cancelled
3851,106,2025-02-25,4,completed
1172,494,2025-02-25,2,completed
631,142,2025-02-25,2,completed
2692,368,2025-02-25,4,completed
2012,193,2025-02-25,2,completed
2645,4,2025-02-25,3,completed
1937,152,2025-02-25,4,completed
158,145,2025-02-26,4,completed
1515,19,2025-02-26,2,completed
2871,275,2025-02-26,1,cancelled
816,240,2025-02-26,1,cancelled
838,408,2025-02-26,2,completed
3632,236,2025-02-26,3,cancelled
2536,23,2025-02-26,1,completed
610,181,2025-02-26,4,completed
919,334,2025-02-26,3,cancelled
1348,345,2025-02-26,1,completed
3080,113,2025-02-26,2,completed
3440,23,2025-02-26,4,completed
3682,399,2025-02-27,2,completed
2558,62,2025-02-27,3,cancelled
1918,151,2025-02-27,1,cancelled
283,105,2025-02-27,2,completed
446,241,2025-02-27,4,cancelled
1372,342,2025-02-27,3,completed
1267,419,2025-02-27,2,completed
1581,64,2025-02-27,3,cancelled
1696,425,2025-02-27,2,cancelled
3363,5,2025-02-27,2,cancelled
1074,113,2025-02-27,4,cancelled
3102,308,2025-02-27,2,completed
2332,47,2025-02-27,3,completed
669,64,2025-02-28,4,completed
1778,77,2025-02-28,4,cancelled
3728,304,2025-02-28,4,cancelled
3221,450,2025-02-28,3,completed
3289,14,2025-02-28,3,cancelled
3858,460,2025-02-28,3,cancelled
3604,4,2025-02-28,4,completed
2890,302,2025-02-28,2,completed
3884,221,2025-02-28,1,cancelled
329,190,2025-02-28,4,completed
3684,485,2025-02-28,1,completed
857,88,2025-02-28,4,completed
1886,253,2025-02-28,1,completed
996,286,2025-02-28,4,completed
2089,25,2025-03-01,2,cancelled
1505,121,2025-03-01,3,cancelled
3333,120,2025-03-01,1,completed
828,353,2025-03-01,2,completed
2906,376,2025-03-01,3,cancelled
2580,466,2025-03-01,1,completed
2,332,2025-03-01,3,completed
3087,283,2025-03-01,4,completed
508,405,2025-03-01,3,cancelled
230,108,2025-03-01,3,completed
3974,166,2025-03-02,3,completed
1280,461,2025-03-02,1,completed
2137,159,2025-03-02,3,completed
1497,190,2025-03-02,1,cancelled
2694,414,2025-03-02,1,completed
3768,373,2025-03-02,3,completed
1201,474,2025-03-02,3,completed
63,285,2025-03-02,1,completed
2508,126,2025-03-02,3,completed
3882,299,2025-03-03,1,cancelled
3155,272,2025-03-03,2,completed
221,171,2025-03-03,4,cancelled
1921,202,2025-03-03,1,completed
3178,86,2025-03-03,3,completed
1230,434,2025-03-03,1,cancelled
2512,75,2025-03-03,1,completed
3705,127,2025-03-03,3,cancelled
3754,328,2025-03-03,3,cancelled
3982,151,2025-03-04,4,cancelled
2039,367,2025-03-04,1,completed
1124,411,2025-03-04,2,completed
1784,144,2025-03-04,3,completed
3037,125,2025-03-04,2,completed
2232,439,2025-03-04,1,completed
796,479,2025-03-04,1,completed
717,50,2025-03-05,3,completed
105,294,2025-03-05,3,completed
183,52,2025-03-05,4,cancelled
2355,309,2025-03-05,4,completed
479,290,2025-03-05,2,completed
44,394,2025-03-05,3,completed
2158,130,2025-03-05,2,completed
3845,337,2025-03-05,2,completed
305,403,2025-03-05,3,completed
1605,461,2025-03-05,1,cancelled
1908,428,2025-03-05,1,completed
2690,111,2025-03-05,3,completed
128,89,2025-03-05,3,completed
3922,111,2025-03-05,4,completed
3038,412,2025-03-06,4,completed
1591,449,2025-03-06,3,cancelled
1048,101,2025-03-06,2,completed
3429,380,2025-03-06,2,cancelled
2216,34,2025-03-06,2,completed
1650,413,2025-03-06,1,completed
1760,261,2025-03-07,4,cancelled
483,57,2025-03-07,1,completed
2554,129,2025-03-07,4,completed
1368,347,2025-03-07,3,completed
1940,234,2025-03-07,3,completed
2604,99,2025-03-07,3,cancelled
313,109,2025-03-07,4,completed
2735,401,2025-03-07,1,cancelled
901,246,2025-03-07,1,completed
3993,76,2025-03-07,3,completed
3566,75,2025-03-07,3,cancelled
2375,281,2025-03-07,2,completed
3019,335,2025-03-07,2,cancelled
1865,39,2025-03-07,1,cancelled
3414,233,2025-03-07,1,completed
623,418,2025-03-07,1,completed
1823,317,2025-03-07,1,completed
3381,11,2025-03-07,4,cancelled
2956,204,2025-03-08,2,completed
2462,29,2025-03-08,4,cancelled
1863,96,2025-03-08,1,completed
3352,290,2025-03-08,3,completed
2121,4,2025-03-08,1,cancelled
1900,253,2025-03-08,1,cancelled
2202,178,2025-03-08,2,completed
888,455,2025-03-09,1,completed
1772,443,2025-03-09,2,completed
2192,44,2025-03-09,1,completed
3421,65,2025-03-09,4,completed
1183,301,2025-03-09,4,completed
70,267,2025-03-09,1,cancelled
1130,59,2025-03-09,2,completed
1644,228,2025-03-09,3,completed
1873,76,2025-03-09,4,completed
2939,44,2025-03-09,2,cancelled
60,447,2025-03-09,2,completed
2365,106,2025-03-10,4,cancelled
209,390,2025-03-10,2,completed
644,25,2025-03-10,4,cancelled
2614,35,2025-03-10,1,cancelled
294,86,2025-03-10,2,completed
441,59,2025-03-10,4,completed
3235,29,2025-03-10,4,cancelled
96,270,2025-03-10,3,completed
1244,116,2025-03-10,3,completed
431,396,2025-03-10,2,cancelled
2843,1,2025-03-10,1,completed
3640,6,2025-03-10,2,cancelled
3203,462,2025-03-10,1,completed
1697,262,2025-03-10,2,cancelled
3354,314,2025-03-10,4,completed
2266,190,2025-03-10,2,completed
1948,107,2025-03-10,3,cancelled
2776,469,2025-03-10,1,completed
3611,85,2025-03-11,1,completed
330,464,2025-03-11,1,cancelled
1785,228,2025-03-11,4,completed
10,212,2025-03-11,3,completed
2174,360,2025-03-11,2,completed
1646,207,2025-03-11,1,completed
3836,3,2025-03-11,3,completed
2197,328,2025-03-11,2,completed
3736,275,2025-03-11,1,cancelled
1020,206,2025-03-11,2,cancelled
2912,310,2025-03-11,3,completed
1560,28,2025-03-12,1,completed
3055,462,2025-03-12,2,completed
12,277,2025-03-12,1,cancelled
3192,114,2025-03-12,4,completed
447,123,2025-03-12,3,completed
393,457,2025-03-12,3,cancelled
1804,55,2025-03-12,4,completed
279,72,2025-03-13,3,completed
3790,140,2025-03-13,1,cancelled
2341,98,2025-03-13,3,cancelled
1333,345,2025-03-13,4,completed
2258,195,2025-03-13,3,completed
3262,113,2025-03-13,1,completed
3018,145,2025-03-13,1,completed
142,225,2025-03-13,3,completed
2345,294,2025-03-13,4,completed
216,239,2025-03-13,1,completed
2516,302,2025-03-13,4,cancelled
3267,55,2025-03-13,3,completed
1708,185,2025-03-13,4,completed
675,204,2025-03-14,1,completed
978,215,2025-03-14,2,completed
3832,354,2025-03-14,3,completed
3731,373,2025-03-14,4,cancelled
731,306,2025-03-14,2,completed
1951,215,2025-03-15,3,completed
2103,234,2025-03-15,2,completed
469,366,2025-03-15,4,completed
3462,191,2025-03-15,4,completed
411,441,2025-03-15,3,completed
3061,34,2025-03-15,3,completed
2180,53,2025-03-15,4,cancelled
3042,359,2025-03-15,1,completed
1260,225,2025-03-15,4,cancelled
3737,466,2025-03-15,1,completed
2948,63,2025-03-15,4,completed
2410,132,2025-03-15,3,cancelled
2542,297,2025-03-15,1,completed
3551,367,2025-03-15,1,completed
